sheet_number,sheet_name,discipline,page_number,scope_package,bid_item,subheading,n_regions,verdict,reason,extracted_text_sample,json_text_sample,quad_px_boxes
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,Water Utility Distribution,2,RIGHT,"Referenced text (""1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE "") supports the item; matched terms: connection, connections, pipe, service, utility, water.","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install General Sanitary Sewer Pipe and Laterals,Sanitary Sewer Systems,1,RIGHT,"Referenced text (""1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE "") supports the item; matched terms: pipe, sewer.","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install General Storm Drain Pipe and Connections,Storm Sewer Systems,5,RIGHT,"Referenced text (""1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE "") supports the item; matched terms: connection, drain, pipe, sewer, storm.","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install Gas Pipe and Appurtenances,Gas Distribution,2,RIGHT,"Referenced text (""1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE "") supports the item; matched terms: gas, pipe.","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install Connections to Existing Utilities and Buildings,Others,12,RIGHT,"Referenced text (""2. SITE WORK TO INTERFACE WITH BUILDING CONSTRUCTION AT THE FOLLOWING LOCATIONS (REFER TO NOTES ON C100): A. THE SEWER SERVICE TO THE BUILDING CONNECT"") supports the item; matched terms: building, connection, exist, existing, other, utilitie, utilities.",2. SITE WORK TO INTERFACE WITH BUILDING CONSTRUCTION AT THE FOLLOWING LOCATIONS (REFER TO NOTES ON C100): A. THE SEWER SERVICE TO THE BUILDING CONNECTS TO THE SITE SYSTEM AT THE DOUBLE CLEANOUTS AS SHOWN ON THE PLUMBING PLANS. B. ALL OTHER UTILITIES CONNECTING TO THE BUILDING (EXCEPT WATER LINES) WILL INTERFACE 5' FROM THE BUILDING. SITE CONTRACTOR TO PROVIDE ALL NECESSARY FITTINGS OR REDUCERS AS ,2. SITE WORK TO INTERFACE WITH BUILDING CONSTRUCTION AT THE FOLLOWING LOCATIONS (REFER TO NOTES ON C100): A. THE SEWER SERVICE TO THE BUILDING CONNECTS TO THE SITE SYSTEM AT THE DOUBLE CLEANOUTS AS SHOWN ON THE PLUMBING PLANS. B. ALL OTHER UTILITIES CONNECTING TO THE BUILDING (EXCEPT WATER LINES) WILL INTERFACE 5' FROM THE BUILDING. SITE CONTRACTOR TO PROVIDE ALL NECESSARY FITTINGS OR REDUCERS AS ,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install Relocation and Adjustment of Existing Utilities,Others,2,RIGHT,"Referenced text (""4. POTHOLE ALL EXISTING UTILITY CROSSINGS PRIOR TO ROUTING ANY NEW UTILITIES. ALL NEW SEWER, DRAINAGE, OR OTHER GRAVITY LINES SHALL BE COMPLETED PRIOR"") supports the item; matched terms: exist, existing, other, utilitie, utilities.","4. POTHOLE ALL EXISTING UTILITY CROSSINGS PRIOR TO ROUTING ANY NEW UTILITIES. ALL NEW SEWER, DRAINAGE, OR OTHER GRAVITY LINES SHALL BE COMPLETED PRIOR TO ROUTING ANY PRESSURE LINES. WHERE EXISTING UTILITIES CONFLICT WITH NEW GRAVITY LINES, RAISE OR LOWER EXISTING UTILITIES TO ACCOMMODATE NEW GRAVITY LINES. PROVIDE 12"" MIN. CLEARANCE. WATER LINES SHALL NOT BE PLACED UNDER SEWER LINES AND SHALL HAVE","4. POTHOLE ALL EXISTING UTILITY CROSSINGS PRIOR TO ROUTING ANY NEW UTILITIES. ALL NEW SEWER, DRAINAGE, OR OTHER GRAVITY LINES SHALL BE COMPLETED PRIOR TO ROUTING ANY PRESSURE LINES. WHERE EXISTING UTILITIES CONFLICT WITH NEW GRAVITY LINES, RAISE OR LOWER EXISTING UTILITIES TO ACCOMMODATE NEW GRAVITY LINES. PROVIDE 12"" MIN. CLEARANCE. WATER LINES SHALL NOT BE PLACED UNDER SEWER LINES AND SHALL HAVE",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install Thrust Blocks and Pipe Restraint Devices,Water Utility Distribution,1,RIGHT,"Referenced text (""6. THRUST BLOCK ALL FITTINGS OR PROVIDE RESTRAINED JOINTS PER BYU STANDARDS. THE NEW 4"" & 6"" CONNECTIONS TO THE NEW BUILDING WILL REQUIRE RESTRAINED J"") supports the item; matched terms: block, pipe, thrust.","6. THRUST BLOCK ALL FITTINGS OR PROVIDE RESTRAINED JOINTS PER BYU STANDARDS. THE NEW 4"" & 6"" CONNECTIONS TO THE NEW BUILDING WILL REQUIRE RESTRAINED JOINTS FOR MANY FITTINGS DUE TO LIMITED SPACE BETWEEN PIPES. SEE TYPICAL DETAIL D ON C101. 21. LIGHT CONDUIT,","6. THRUST BLOCK ALL FITTINGS OR PROVIDE RESTRAINED JOINTS PER BYU STANDARDS. THE NEW 4"" & 6"" CONNECTIONS TO THE NEW BUILDING WILL REQUIRE RESTRAINED JOINTS FOR MANY FITTINGS DUE TO LIMITED SPACE BETWEEN PIPES. SEE TYPICAL DETAIL D ON C101.",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install Plastic Drain Basins,Utility Structures & Manholes,3,RIGHT,"Referenced text (""8. ALL ""CB"" LABELS ARE 24""Ø NYLOPLAST DRAINAGE BASINS WITH HS-20 RING AND COVER. ALL ""ADS"" LABELS ARE 15"" NYLOPLAST DRAINAGE BASINS. ALL ""AD"" LABELS A"") supports the item; matched terms: basin, basins, drain, manhole, manholes.","8. ALL ""CB"" LABELS ARE 24""Ø NYLOPLAST DRAINAGE BASINS WITH HS-20 RING AND COVER. ALL ""ADS"" LABELS ARE 15"" NYLOPLAST DRAINAGE BASINS. ALL ""AD"" LABELS ARE 18"" NYLOPLAST DRAINAGE BASINS. REFER TO DETAIL CALLOUTS IN TABLE ON THIS SHEET. ALL GRATED COVERS TO BE HEEL SAFE COVERS. 23. REFER CU301. | CIB'S DEEPER THAN 5' TO BE 4'x3' BOXES. | 10. USE HS-20 SOLID COVERS ON ALL MANHOLES. CB, AD, AND ADS BOXE","8. ALL ""CB"" LABELS ARE 24""Ø NYLOPLAST DRAINAGE BASINS WITH HS-20 RING AND COVER. ALL ""ADS"" LABELS ARE 15"" NYLOPLAST DRAINAGE BASINS. ALL ""AD"" LABELS ARE 18"" NYLOPLAST DRAINAGE BASINS. REFER TO DETAIL CALLOUTS IN TABLE ON THIS SHEET. ALL GRATED COVERS TO BE HEEL SAFE COVERS. | CIB'S DEEPER THAN 5' TO BE 4'x3' BOXES. | 10. USE HS-20 SOLID COVERS ON ALL MANHOLES. CB, AD, AND ADS BOXES TO HAVE PEDESTR",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install Sanitary Sewer Manholes,Utility Structures & Manholes,1,RIGHT,"Referenced text (""14. SET NEW UTILITY MANHOLE OR STRUCTURE OVER EXISTING PIPING WHERE NEW & EXISTING PIPING CONNECT. RECONNECT ALL EXISTING PIPING TO NEW STRUCTURES. PR"") supports the item; matched terms: manhole, structure, structures, utility.",14. SET NEW UTILITY MANHOLE OR STRUCTURE OVER EXISTING PIPING WHERE NEW & EXISTING PIPING CONNECT. RECONNECT ALL EXISTING PIPING TO NEW STRUCTURES. PROVIDE NEW SECTIONS OF PIPE IF NECESSARY TO RECONNECT ALL PIPING TO THE NEW UTILITY STRUCTURES.,14. SET NEW UTILITY MANHOLE OR STRUCTURE OVER EXISTING PIPING WHERE NEW & EXISTING PIPING CONNECT. RECONNECT ALL EXISTING PIPING TO NEW STRUCTURES. PROVIDE NEW SECTIONS OF PIPE IF NECESSARY TO RECONNECT ALL PIPING TO THE NEW UTILITY STRUCTURES.,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 3-Inch Perforated Drain Pipe,Storm Sewer Systems,1,RIGHT,"Referenced text (""COVER. CUT IN SERVICE LINE 16. SITE WALLS (EXCEPT STAIR CHEEK WALLS OR SEAT WALLS) TO HAVE A 3"" PERFORATED DRAIN (PVC OR HDPE WRAPPED IN DRAINAGE FABR"") supports the item; matched terms: drain, perforated, pipe, storm, system.","COVER. CUT IN SERVICE LINE 16. SITE WALLS (EXCEPT STAIR CHEEK WALLS OR SEAT WALLS) TO HAVE A 3"" PERFORATED DRAIN (PVC OR HDPE WRAPPED IN DRAINAGE FABRIC) AS SHOWN ON PLANS AND ON THE RETAINING WALL DETAILS ON STRUCTURAL PLANS. CONNECT TO SITE DRAINAGE STRUCTURES AS SHOWN WITH 4"" PVC SOLID PIPE (SDR 35) FROM THE CONNECTION AT THE PERFORATED FOOTING DRAIN PIPE TO THE STORM DRAIN STRUCTURE. SLEEVE DR","16. SITE WALLS (EXCEPT STAIR CHEEK WALLS OR SEAT WALLS) TO HAVE A 3"" PERFORATED DRAIN (PVC OR HDPE WRAPPED IN DRAINAGE FABRIC) AS SHOWN ON PLANS AND ON THE RETAINING WALL DETAILS ON STRUCTURAL PLANS. CONNECT TO SITE DRAINAGE STRUCTURES AS SHOWN WITH 4"" PVC SOLID PIPE (SDR 35) FROM THE CONNECTION AT THE PERFORATED FOOTING DRAIN PIPE TO THE STORM DRAIN STRUCTURE. SLEEVE DRAIN PIPE THROUGH SITE WALLS",
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,25,RIGHT,"Referenced text (""> 8''SD | > 8''SD | > 8''SD | > 8''SD G | > 8''SD | > 8''SD | > 8''SD > | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD G | > 8''SD | > 8''SD | > 8'"") supports the item; matched terms: drain, pipe, storm.",> 8''SD | > 8''SD | > 8''SD | > 8''SD G | > 8''SD | > 8''SD | > 8''SD > | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD G | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > > 8''SD | > 8''SD | > 8''SD G | > 8''SD G | > 8''SD | > 8''SD | > 8''SD | > 8''SD G,> 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,Storm Sewer Systems,13,RIGHT,"Referenced text (""> 10''SD | > 10''SD | > 10''SD > | > > 10''SD | > 10''SD | > > 10''SD | > 10''SD | 10''SD | 10''SD | > 10''SD | > 10''SD G PB | 10''SD | 10''SD FO"") supports the item; matched terms: drain, pipe, storm.",> 10''SD | > 10''SD | > 10''SD > | > > 10''SD | > 10''SD | > > 10''SD | > 10''SD | 10''SD | 10''SD | > 10''SD | > 10''SD G PB | 10''SD | 10''SD FO,> 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | 10''SD | 10''SD | > 10''SD | > 10''SD | 10''SD | 10''SD,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,Storm Sewer Systems,24,RIGHT,"Referenced text (""> 12''SD G | > 12''SD | > 12''SD G | > 12''SD | > 12''SD > G | > 12''SD | > 12''SD | > 12''SD FO | > 12''SD FO | > 12''SD | > 12''SD | > 12''SD | > 12"") supports the item; matched terms: drain, pipe, sewer, storm.",> 12''SD G | > 12''SD | > 12''SD G | > 12''SD | > 12''SD > G | > 12''SD | > 12''SD | > 12''SD FO | > 12''SD FO | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 8''SS > 12''SD | > 12''SD | 8''SS 12''SD | > 12''SD | 12''SD | PB > 12''SD | / 8''W > 12''SD,> 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | > 12''SD | > 12''SD | 12''SD | > 12''SD | 12''SD | > 12''SD | > 12''SD,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,Storm Sewer Systems,9,RIGHT,"Referenced text (""15''SD | 15''SD | 15''SD | 15''SD | 15''SD FO | > 15''SD | 15''SD | 15''SD | > 8''SS 15''SD"") supports the item; matched terms: drain, pipe, sewer, storm.",15''SD | 15''SD | 15''SD | 15''SD | 15''SD FO | > 15''SD | 15''SD | 15''SD | > 8''SS 15''SD,15''SD | 15''SD | 15''SD | 15''SD | 15''SD | > 15''SD | 15''SD | 15''SD | 15''SD,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 18-Inch Storm Drain Pipe,Storm Sewer Systems,5,RIGHT,"Referenced text (""18''SD / | 18''SD IRR / | 18''SD IRR | 18''SD | 18''SD"") supports the item; matched terms: drain, pipe, storm.",18''SD / | 18''SD IRR / | 18''SD IRR | 18''SD | 18''SD,18''SD | 18''SD | 18''SD | 18''SD | 18''SD,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,Sanitary Sewer Systems,1,RIGHT,"Referenced text (""6''SS"") supports the item; matched terms: pipe, sanitary, sewer.",6''SS,6''SS,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,Sanitary Sewer Systems,35,RIGHT,"Referenced text (""> 8''SS FH | > 8''SS / | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS BASIN | > 8''SS | > 8''SS 15''SD | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > "") supports the item; matched terms: pipe, sanitary, sewer.",> 8''SS FH | > 8''SS / | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS BASIN | > 8''SS | > 8''SS 15''SD | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | 8''W > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS PB | > 8''SS | > 8''SS > / | > 8''SS > | > 8''SS | > 8''SS | > 8''SS > 12''SD | / > 8''SS | / > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS > 12''SD | 8''SS | > 8''SS,> 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | 8''SS | > 8''SS,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 4-Inch Water Pipe,Water Utility Distribution,1,RIGHT,"Referenced text (""/ 4''W"") supports the item; matched terms: pipe, water.",/ 4''W,4''W,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install 8-Inch Water Pipe,Water Utility Distribution,31,RIGHT,"Referenced text (""/ 8''W | / 8''W | / 8''W > 12''SD | / 8''W > | / 8''W > | / 8''W | 8''W PB FH | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | / 8''W > > | /"") supports the item; matched terms: pipe, water.",/ 8''W | / 8''W | / 8''W > 12''SD | / 8''W > | / 8''W > | / 8''W | 8''W PB FH | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | / 8''W > > | / 8''W | / 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | / 8''W > | / 8''W > | / 8''W > | / 8''W | / 8''W,8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install Plugged and Capped Utility Stubouts,Others,1,RIGHT,"Referenced text (""UTILITY STUBOUTS FOR FUTURE BUILDING TYP. PLUG AND CAP TYP."") supports the item; matched terms: stubout, stubouts, utility.",UTILITY STUBOUTS FOR FUTURE BUILDING TYP. PLUG AND CAP TYP.,UTILITY STUBOUTS FOR FUTURE BUILDING TYP. PLUG AND CAP TYP.,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Refer to the Utilities schedules,Schedules,1,RIGHT,[Manual review] Referenced text is the actual Utility Structure Label / Detail # schedule table on this sheet.,"UTILITY STRUCTURE LABEL DETAIL # CB (24""Ø CATCH BASIN ) ADS (15""Ø AREA DRAIN) ADP (12Ø AREA DRAIN PLANTER) AD (18""Ø AREA DRAIN) SDCO AND SSCO (SINGLE C.O.) FH (FIRE HYDRANT) SDMH (PRETREATMENT MANHOLE) CIB (CURB INLET BASN) SSMH AND SDMH ( 7' OR DEEPER MANHOLE) SDMH (SHALLOW MANHOLE LESS THAN 7' DEEP) SSMH DROP MANHOLE COB - STORM DRAIN CLEAN OUT BOX DS - ROOF DRAIN CONNECTION OVERFLOW BOX PRE-TRE",Utility Structure Label,
CU300,Overall Utility Plan,Site Utilities,12,Electrical Utilities,Furnish & Install New Power Connection And Utility Coordination,Electrical Utility Transmission & Distribution,1,RIGHT,"Referenced text (""NEW POWER CONNECTION REFER TO ELECTRICAL PLANS"") supports the item; matched terms: connection, electrical, new, power.",NEW POWER CONNECTION REFER TO ELECTRICAL PLANS,NEW POWER CONNECTION REFER TO ELECTRICAL PLANS,
CU300,Overall Utility Plan,Site Utilities,12,Electrical,Furnish & Install Site Lighting System,Others,1,RIGHT,"Referenced text (""WILL REQUIRE 21. LIGHT POLE BASE DETAILS ARE SHOWN ON THE ELECTRICAL DETAILS AS NOTED IN THE UTILITY STRUCTURE TABLE. REFER TO THE ELECTRICAL PLANS FO"") supports the item; matched terms: light, system.","WILL REQUIRE 21. LIGHT POLE BASE DETAILS ARE SHOWN ON THE ELECTRICAL DETAILS AS NOTED IN THE UTILITY STRUCTURE TABLE. REFER TO THE ELECTRICAL PLANS FOR CONDUIT, WIRING, LIGHT POLE SIZES, AND REQUIREMENTS FOR THE ELECTRICAL SYSTEM.","21. LIGHT POLE BASE DETAILS ARE SHOWN ON THE ELECTRICAL DETAILS AS NOTED IN THE UTILITY STRUCTURE TABLE. REFER TO THE ELECTRICAL PLANS FOR CONDUIT, WIRING, LIGHT POLE SIZES, AND REQUIREMENTS FOR THE ELECTRICAL SYSTEM.",
CU300,Overall Utility Plan,Site Utilities,12,Communications,Furnish & Install Network Cabling and Data Outlets,Structured Cabling,1,WRONG,"All referenced regions are title-block/page furniture - e.g. the architect's own office address/phone (""http://www.archnexus.com"") - not a scope of work.",http://www.archnexus.com,http://www.archnexus.com,"1810,1926,1822,1926,1822,2072,1810,2072"
CU320,Storm Drain Plan And Profile,Civil,13,Demolition,Furnish & Install Demolition of Existing Storm Drain Lines,Exterior Demolition,1,RIGHT,"Referenced text (""14. CONNECT TO EXISTING CONCRETE PIPE WITH ""MARMAC"" OR APPROVED EQUIVALENT PIPE CONNECTOR OF DISSIMILAR PIPE."") supports the item; matched terms: exist, existing.","14. CONNECT TO EXISTING CONCRETE PIPE WITH ""MARMAC"" OR APPROVED EQUIVALENT PIPE CONNECTOR OF DISSIMILAR PIPE.","14. CONNECT TO EXISTING CONCRETE PIPE WITH ""MARMAC"" OR APPROVED EQUIVALENT PIPE CONNECTOR OF DISSIMILAR PIPE.",
CU320,Storm Drain Plan And Profile,Civil,13,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),Standpipes,15,RIGHT,"Referenced text (""FDC | > FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC"") supports the item; matched terms: fdc.",FDC | > FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC,FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC,
CU320,Storm Drain Plan And Profile,Civil,13,Fire Suppression,Furnish & Install — Fire Hydrants,Standpipes,5,RIGHT,"Referenced text (""FH | FH | FH | FH | FH"") supports the item; matched terms: fire, hydrant, hydrants.",FH | FH | FH | FH | FH,FH | FH | FH | FH | FH,
CU320,Storm Drain Plan And Profile,Civil,13,Plumbing,Provide connection of building downspouts to the storm drain piping system,,1,RIGHT,"Referenced text (""2. ROOF DRAIN DATA IS SHOWN ON STORM DRAIN PLAN AND PROFILE SHEETS. CONNECT DOWN SPOUTS TO STORM DRAIN PIPING PER DETAIL ON SHEET C102."") supports the item; matched terms: drain, pip, piping, storm.",2. ROOF DRAIN DATA IS SHOWN ON STORM DRAIN PLAN AND PROFILE SHEETS. CONNECT DOWN SPOUTS TO STORM DRAIN PIPING PER DETAIL ON SHEET C102.,2. ROOF DRAIN DATA IS SHOWN ON STORM DRAIN PLAN AND PROFILE SHEETS. CONNECT DOWN SPOUTS TO STORM DRAIN PIPING PER DETAIL ON SHEET C102.,
CU320,Storm Drain Plan And Profile,Civil,13,Earthwork,"Furnish & Install General Excavation, Trenching, and Backfill",Excavation & Backfill,2,RIGHT,"Referenced text (""4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP. | 9. CONTRACTOR REQUIRED TO OBTAIN NECESSARY PERMITS FROM PROVO CITY PRIOR TO ANY NEW CONNE"") supports the item; matched terms: general.","4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP. | 9. CONTRACTOR REQUIRED TO OBTAIN NECESSARY PERMITS FROM PROVO CITY PRIOR TO ANY NEW CONNECTIONS. REFER TO NOTES ON C100.","4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP. | 9. CONTRACTOR REQUIRED TO OBTAIN NECESSARY PERMITS FROM PROVO CITY PRIOR TO ANY NEW CONNECTIONS. REFER TO NOTES ON C100.",
